,DEPTH,GR,NPHI,DENSITY,PEF,LITH,VSHALE,DPHI,EPOR0
1,6299,19.937,0.12866,2.71,0,2,0.10842,0,6.4328
2,6299.5,19.329,0.1269,2.692,0,2,0.1043,0.011842,6.9372
3,6300,18.723,0.12514,2.674,0,2,0.10024,0.023684,7.4412
4,6300.5,17.65,0.12338,2.645,0,2,0.09313,0.042763,8.307
5,6301,16.375,0.12348,2.631,0,2,0.084838,0.051974,8.7728
6,6301.5,15.522,0.12217,2.628,0,2,0.079381,0.053947,8.8058
7,6302,15.597,0.12229,2.626,0,2,0.079858,0.055263,8.8776
8,6302.5,15.743,0.12229,2.622,0,2,0.080788,0.057895,9.0092
9,6303,15.882,0.12219,2.642,0,2,0.081675,0.044737,8.3465
10,6303.5,16.332,0.12205,2.667,0,2,0.084561,0.028289,7.5172
11,6304,17.572,0.12192,2.683,0,2,0.092618,0.017763,6.9839
12,6304.5,19.431,0.12178,2.681,0,2,0.10499,0.019079,7.0428
13,6305,19.726,0.12164,2.679,0,2,0.10699,0.020395,7.1016
14,6305.5,19.944,0.12149,2.681,0,2,0.10847,0.019079,7.0286
15,6306,20.168,0.12255,2.681,0,2,0.11,0.019079,7.0817
16,6306.5,20.383,0.1244,2.678,0,2,0.11147,0.021053,7.2727
17,6307,21.083,0.12627,2.672,0,2,0.11629,0.025,7.5634
18,6307.5,21.582,0.12517,2.663,0,2,0.11976,0.030921,7.8048
19,6308,21.912,0.12333,2.662,0,2,0.12207,0.031579,7.7453
20,6308.5,22.242,0.12234,2.664,0,2,0.12439,0.030263,7.63
21,6309,22.549,0.12149,2.671,0,2,0.12656,0.025658,7.3574
22,6309.5,22.43,0.12064,2.675,0,2,0.12572,0.023026,7.1833
23,6310,20.609,0.1205,2.677,0,2,0.11302,0.021711,7.1106
24,6310.5,18.521,0.12036,2.679,0,2,0.09889,0.020395,7.0378
25,6311,17.262,0.12062,2.686,0,2,0.09059,0.015789,6.8206
26,6311.5,16.895,0.12129,2.694,0,2,0.0882,0.010526,6.5907
27,6312,16.892,0.12236,2.696,0,2,0.088181,0.0092105,6.5785
28,6312.5,16.969,0.1236,2.696,0,2,0.088681,0.0092105,6.6405
29,6313,17.585,0.12461,2.689,0,2,0.092704,0.013816,6.9215
30,6313.5,18.506,0.12414,2.681,0,2,0.09879,0.019079,7.161
31,6314,18.712,0.12367,2.682,0,2,0.10016,0.018421,7.1044
32,6314.5,18.881,0.12319,2.686,0,2,0.10129,0.015789,6.9491
33,6315,19.046,0.12219,2.685,0,2,0.1024,0.016447,6.9319
34,6315.5,17.918,0.12284,2.681,0,2,0.094894,0.019079,7.0961
35,6316,15.706,0.12344,2.685,0,2,0.080552,0.016447,6.9944
36,6316.5,14.219,0.12403,2.695,0,2,0.071184,0.0098684,6.6948
37,6317,14.299,0.12507,2.7,0,2,0.071683,0.0065789,6.5827
38,6317.5,16.059,0.1277,2.697,0,2,0.082808,0.0085526,6.8127
39,6318,16.987,0.12769,2.688,0,2,0.088798,0.014474,7.1084
40,6318.5,16.674,0.12456,2.681,0,2,0.086768,0.019079,7.1817
41,6319,15.467,0.12174,2.68,0,2,0.079032,0.019737,7.0738
42,6319.5,14.846,0.11813,2.687,0,2,0.075108,0.015132,6.6632
43,6320,15.676,0.11817,2.685,0,2,0.080361,0.016447,6.7308
44,6320.5,16.558,0.11845,2.675,0,2,0.086018,0.023026,7.0739
45,6321,17.345,0.11862,2.655,0,2,0.091132,0.036184,7.7403
46,6321.5,19.245,0.11787,2.636,0,2,0.10374,0.048684,8.3279
47,6322,21.778,0.11713,2.624,0,2,0.12113,0.056579,8.6855
48,6322.5,24.252,0.11638,2.632,0,2,0.13879,0.051316,8.3847
49,6323,29.788,0.11634,2.645,0,2,0.18086,0.042763,7.9553
50,6323.5,37.033,NaN,2.615,0,2,0.24167,0.0625,NaN
51,6324,50.838,NaN,2.544,0,2,0.3783,0.10921,NaN
52,6324.5,50.716,NaN,2.528,0,2,0.37696,0.11974,NaN
53,6325,38.744,NaN,2.553,0,2,0.25706,0.10329,NaN
54,6325.5,23.525,0.1203,2.606,0,2,0.13353,0.068421,9.436
55,6326,17.927,0.11814,2.654,0,2,0.094954,0.036842,7.7493
56,6326.5,16.721,0.11806,2.682,0,2,0.087072,0.018421,6.8239
57,6327,16.493,0.12088,2.697,0,2,0.085599,0.0085526,6.4716
58,6327.5,17.186,0.12229,2.7,0,2,0.090094,0.0065789,6.4434
59,6328,17.867,0.12591,2.697,0,2,0.094558,0.0085526,6.7232
60,6328.5,18.402,0.12657,2.688,0,2,0.098099,0.014474,7.0521
61,6329,18.631,0.12641,2.68,0,2,0.099623,0.019737,7.3072
62,6329.5,18.699,0.12604,2.673,0,2,0.10008,0.024342,7.5192
63,6330,18.203,0.12469,2.67,0,2,0.096778,0.026316,7.5502
64,6330.5,17.342,0.12245,2.669,0,2,0.091112,0.026974,7.4714
65,6331,15.926,0.11834,2.673,0,2,0.081957,0.024342,7.134
66,6331.5,14.697,0.11789,2.683,0,2,0.074172,0.017763,6.7825
67,6332,14.897,0.11852,2.683,0,2,0.075429,0.017763,6.8142
68,6332.5,20.122,0.1196,2.67,0,2,0.10968,0.026316,7.2956
69,6333,29.287,0.12066,2.64,0,2,0.1769,0.046053,8.3357
70,6333.5,38.385,NaN,2.604,0,2,0.2538,0.069737,NaN
71,6334,43.365,NaN,2.586,0,2,0.30072,0.081579,NaN
72,6334.5,36.79,NaN,2.604,0,2,0.23952,0.069737,NaN
73,6335,26.946,0.12163,2.632,0,2,0.15881,0.051316,8.6474
74,6335.5,21.562,0.11889,2.661,0,2,0.11962,0.032237,7.5563
75,6336,18.591,0.11689,2.673,0,2,0.099356,0.024342,7.0616
76,6336.5,19.454,0.11351,2.675,0,2,0.10515,0.023026,6.8267
77,6337,19.003,0.11068,2.673,0,2,0.10211,0.024342,6.7512
78,6337.5,18.126,0.10805,2.668,0,2,0.096268,0.027632,6.7841
79,6338,15.815,0.10762,2.662,0,2,0.081248,0.031579,6.9599
80,6338.5,13.753,0.10716,2.658,0,2,0.068292,0.034211,7.0687
81,6339,13.226,0.11168,2.66,0,2,0.065047,0.032895,7.2285
82,6339.5,13.737,0.11694,2.67,0,2,0.068194,0.026316,7.1628
83,6340,14.841,0.12278,2.673,0,2,0.075076,0.024342,7.3562
84,6340.5,15.956,0.12662,2.667,0,2,0.082149,0.028289,7.7454
85,6341,16.987,0.13058,2.653,0,2,0.088798,0.0375,8.4041
86,6341.5,17.419,0.12957,2.65,0,2,0.091616,0.039474,8.4523
87,6342,16.994,0.12638,2.664,0,2,0.088843,0.030263,7.8323
88,6342.5,15.205,0.11858,2.661,0,2,0.077372,0.032237,7.5408
89,6343,13.472,0.11381,2.601,0,2,0.066559,0.071711,9.2762
90,6343.5,12.205,0.1073,2.584,0,2,0.058836,0.082895,9.5097
91,6344,12.253,0.10438,2.637,0,2,0.059125,0.048026,7.6202
92,6344.5,12.37,0.1051,2.678,0,2,0.059833,0.021053,6.3076
93,6345,11.651,0.10925,2.677,0,2,0.055506,0.021711,6.5482
94,6345.5,10.539,0.11692,2.64,0,2,0.048909,0.046053,8.1486
95,6346,10.779,0.12193,2.612,0,2,0.050323,0.064474,9.32
96,6346.5,12.153,0.12866,2.612,0,2,0.058522,0.064474,9.6565
97,6347,13.327,0.12878,2.633,0,2,0.065667,0.050658,8.9717
98,6347.5,13.344,0.12587,2.614,0,2,0.065772,0.063158,9.4514
99,6348,13.429,0.11343,2.576,0,2,0.066294,0.088158,10.079
100,6348.5,14.688,0.10021,2.561,0,2,0.074115,0.098026,9.9116
101,6349,15.462,0.09342,2.609,0,2,0.079,0.066447,7.9933
102,6349.5,15.118,0.092794,2.657,0,2,0.076822,0.034868,6.3831
103,6350,14.366,0.093569,2.68,0,2,0.072101,0.019737,5.6653
104,6350.5,13.624,0.09455,2.678,0,2,0.067496,0.021053,5.7801
105,6351,12.877,0.09838,2.676,0,2,0.062913,0.022368,6.0374
106,6351.5,12.104,0.10309,2.675,0,2,0.058226,0.023026,6.3057
107,6352,11.928,0.11433,2.662,0,2,0.057167,0.031579,7.2954
108,6352.5,11.935,0.12106,2.618,0,2,0.057209,0.060526,9.0794
109,6353,12.412,0.12434,2.579,0,2,0.060087,0.086184,10.526
110,6353.5,13.304,0.12613,2.582,0,2,0.065526,0.084211,10.517
111,6354,13.597,0.12432,2.638,0,2,0.067329,0.047368,8.5843
112,6354.5,13.843,0.12189,2.689,0,2,0.068849,0.013816,6.7853
113,6355,14.095,0.12337,2.691,0,2,0.070413,0.0125,6.7934
114,6355.5,14.348,0.12625,2.672,0,2,0.071988,0.025,7.5625
115,6356,14.6,0.12724,2.693,0,2,0.073564,0.011184,6.9211
116,6356.5,14.853,0.12926,2.711,0,2,0.075152,-0.00065789,6.43
117,6357,15.15,0.13083,2.679,0,2,0.077024,0.020395,7.5614
118,6357.5,16.207,0.13272,2.619,0,2,0.083758,0.059868,9.6292
119,6358,17.029,0.13423,2.546,0,2,0.089071,0.10789,12.106
120,6358.5,16.401,0.13044,2.557,0,2,0.085006,0.10066,11.555
121,6359,16.022,0.12229,2.637,0,2,0.082571,0.048026,8.5157
122,6359.5,17.5,0.1176,2.698,0,2,0.092146,0.0078947,6.2746
123,6360,21.446,0.11356,2.702,0,2,0.11881,0.0052632,5.9411
124,6360.5,25.663,0.11086,2.646,0,2,0.14918,0.042105,7.6485
125,6361,29.75,0.11228,2.64,0,2,0.18056,0.046053,7.9168
126,6361.5,31.794,0.11433,2.639,0,2,0.19702,0.046711,8.0519
127,6362,31.914,0.11396,2.652,0,2,0.198,0.038158,7.6059
128,6362.5,28.473,0.11363,2.668,0,2,0.17054,0.027632,7.0628
129,6363,23.822,0.11329,2.677,0,2,0.13568,0.021711,6.75
130,6363.5,19.1,0.11314,2.668,0,2,0.10276,0.027632,7.0388
131,6364,14.513,0.11311,2.651,0,2,0.073019,0.038816,7.5963
132,6364.5,13.811,0.11164,2.64,0,2,0.068651,0.046053,7.8845
133,6365,14.136,0.10876,2.644,0,2,0.070668,0.043421,7.6089
134,6365.5,14.423,0.10318,2.651,0,2,0.072457,0.038816,7.1
135,6366,14.7,0.070945,2.662,0,2,0.074191,0.031579,5.1262
136,6366.5,15.028,0.056992,2.669,0,2,0.076254,0.026974,4.1983
137,6367,16.725,0.047648,2.67,0,2,0.087098,0.026316,3.6982
138,6367.5,19.064,0.03791,2.666,0,2,0.10252,0.028947,3.3429
139,6368,21.44,0.036026,2.659,0,2,0.11877,0.033553,3.4789
140,6368.5,23.488,0.034328,2.657,0,2,0.13327,0.034868,3.4599
141,6369,24.184,0.032983,2.664,0,2,0.1383,0.030263,3.1623
142,6369.5,24.184,0.031144,2.672,0,2,0.1383,0.025,2.8072
143,6370,22.318,0.02733,2.679,0,2,0.12493,0.020395,2.3863
144,6370.5,21.02,0.026995,2.685,0,2,0.11585,0.016447,2.1721
145,6371,20.792,0.026766,2.686,0,2,0.11428,0.015789,2.1278
146,6371.5,21.153,0.02597,2.684,0,2,0.11678,0.017105,2.1538
147,6372,23.174,0.025363,2.677,0,2,0.13101,0.021711,2.3537
148,6372.5,25.542,0.024379,2.678,0,2,0.14828,0.021053,2.2716
149,6373,27.968,0.024377,2.678,0,2,0.16663,0.021053,2.2715
150,6373.5,31.637,0.025972,2.668,0,2,0.19574,0.027632,2.6815
151,6374,36.856,NaN,2.646,0,2,0.2401,0.042105,NaN
152,6374.5,42.079,NaN,2.631,0,2,0.28825,0.051974,NaN
153,6375,43.397,NaN,2.652,0,2,0.30103,0.038158,NaN
154,6375.5,38.402,NaN,2.69,0,2,0.25395,0.013158,NaN
155,6376,34.657,NaN,2.704,0,2,0.22097,0.0039474,NaN
156,6376.5,34.36,NaN,2.695,0,2,0.21844,0.0098684,NaN
157,6377,36.833,NaN,2.672,0,2,0.2399,0.025,NaN
158,6377.5,37.851,NaN,2.653,0,2,0.24898,0.0375,NaN
159,6378,36.534,NaN,2.643,0,2,0.23726,0.044079,NaN
160,6378.5,33.223,NaN,2.617,0,2,0.20884,0.061184,NaN
161,6379,29.2,0.031557,2.596,0,2,0.17622,0.075,5.7536
162,6379.5,26.898,0.030716,2.596,0,2,0.15845,0.075,5.7308
163,6380,25.247,0.029741,2.633,0,2,0.14609,0.050658,4.1538
164,6380.5,24.99,0.028649,2.673,0,2,0.1442,0.024342,2.6495
165,6381,26.248,0.027402,2.671,0,2,0.15355,0.025658,2.653
166,6381.5,28.775,0.02758,2.661,0,2,0.17289,0.032237,2.9999
167,6382,29.796,0.029154,2.658,0,2,0.18093,0.034211,3.1783
168,6382.5,30.794,0.029154,2.668,0,2,0.1889,0.027632,2.8393
169,6383,30.108,0.029552,2.679,0,2,0.18341,0.020395,2.4973
170,6383.5,28.869,0.030713,2.683,0,2,0.17363,0.017763,2.4238
171,6384,26.93,0.031151,2.657,0,2,0.15869,0.034868,3.3062
172,6384.5,26.567,0.03234,2.64,0,2,0.15595,0.046053,3.9791
173,6385,26.073,0.033532,2.645,0,2,0.15224,0.042763,3.8426
174,6385.5,25.216,0.033532,2.655,0,2,0.14586,0.036184,3.4883
175,6386,24.094,0.033532,2.65,0,2,0.13765,0.039474,3.6624
176,6386.5,24.042,0.033134,2.642,0,2,0.13727,0.044737,3.9365
177,6387,25.6,0.031827,2.651,0,2,0.14871,0.038816,3.5494
178,6387.5,27.538,0.030647,2.663,0,2,0.16333,0.030921,3.0784
179,6388,28.2,0.02995,2.668,0,2,0.16842,0.027632,2.8791
180,6388.5,27.765,0.02796,2.651,0,2,0.16507,0.038816,3.3826
181,6389,27.31,0.02597,2.64,0,2,0.16158,0.046053,3.7385
182,6389.5,27.621,0.02597,2.629,0,2,0.16396,0.053289,4.1918
183,6390,29.093,0.026766,2.618,0,2,0.17538,0.060526,4.6797
184,6390.5,30.297,0.026766,2.615,0,2,0.18491,0.0625,4.8076
185,6391,31.387,0.027177,2.637,0,2,0.1937,0.048026,3.902
186,6391.5,31.548,0.027407,2.665,0,2,0.19501,0.029605,2.8527
187,6392,31.547,0.028161,2.664,0,2,0.195,0.030263,2.9231
188,6392.5,31.517,0.028918,2.656,0,2,0.19476,0.035526,3.2391
189,6393,32.535,NaN,2.665,0,2,0.20312,0.029605,NaN
190,6393.5,35.811,NaN,2.676,0,2,0.23093,0.022368,NaN
191,6394,40.14,NaN,2.68,0,2,0.26992,0.019737,NaN
192,6394.5,45.167,NaN,2.665,0,2,0.31861,0.029605,NaN
193,6395,51.331,NaN,2.646,0,2,0.38374,0.042105,NaN
194,6395.5,52.338,NaN,2.639,0,2,0.39498,0.046711,NaN
195,6396,40.358,NaN,2.645,0,2,0.27195,0.042763,NaN
196,6396.5,35.612,NaN,2.649,0,2,0.2292,0.040132,NaN
197,6397,31.981,0.02796,2.655,0,2,0.19855,0.036184,3.2335
198,6397.5,29.928,0.027562,2.651,0,2,0.18197,0.038816,3.3663
199,6398,28.461,0.027562,2.645,0,2,0.17045,0.042763,3.5975
200,6398.5,27.006,0.027562,2.641,0,2,0.15927,0.045395,3.7552
201,6399,26.373,0.028358,2.648,0,2,0.15449,0.040789,3.5128
202,6399.5,27.303,0.029552,2.659,0,2,0.16153,0.033553,3.1616
203,6400,28.441,0.02995,2.661,0,2,0.17029,0.032237,3.1115
204,6400.5,28.704,0.02995,2.662,0,2,0.17234,0.031579,3.0775
205,6401,27.625,0.029552,2.662,0,2,0.16399,0.031579,3.0582
206,6401.5,26.716,0.027164,2.667,0,2,0.15707,0.028289,2.7733
207,6402,27.791,0.026766,2.667,0,2,0.16527,0.028289,2.7538
208,6402.5,30.952,0.026592,2.661,0,2,0.19018,0.032237,2.955
209,6403,32.55,NaN,2.651,0,2,0.20324,0.038816,NaN
210,6403.5,32.477,NaN,2.65,0,2,0.20264,0.039474,NaN
211,6404,31.313,0.041068,2.65,0,2,0.1931,0.039474,4.0271
212,6404.5,29.547,0.045118,2.65,0,2,0.17895,0.039474,4.2296
213,6405,27.741,0.044677,2.65,0,2,0.16488,0.039474,4.2075
214,6405.5,26.497,0.035897,2.649,0,2,0.15542,0.040132,3.8073
215,6406,26.47,0.031542,2.647,0,2,0.15522,0.041447,3.6829
216,6406.5,26.516,0.030746,2.643,0,2,0.15556,0.044079,3.8002
217,6407,26.177,0.030348,2.647,0,2,0.15301,0.041447,3.6324
218,6407.5,25.903,0.029154,2.654,0,2,0.15096,0.036842,3.3221
219,6408,26.456,0.027164,2.663,0,2,0.15511,0.030921,2.9103
220,6408.5,27.713,0.02597,2.672,0,2,0.16467,0.025,2.5485
221,6409,29.843,0.02597,2.681,0,2,0.1813,0.019079,2.2525
222,6409.5,31.471,0.02597,2.686,0,2,0.19438,0.015789,2.088
223,6410,31.344,0.024378,2.683,0,2,0.19335,0.017763,2.1071
224,6410.5,31.098,0.024776,2.674,0,2,0.19136,0.023684,2.423
225,6411,31.529,0.027562,2.663,0,2,0.19486,0.030921,2.929
226,6411.5,32.024,0.028358,2.657,0,2,0.19891,0.034868,3.178
227,6412,31.697,0.02995,2.668,0,2,0.19623,0.027632,2.8791
228,6412.5,27.101,0.031144,2.69,0,2,0.15999,0.013158,2.2151
229,6413,24.757,0.031542,2.694,0,2,0.14248,0.010526,2.1034
230,6413.5,24.518,0.030348,2.69,0,2,0.14073,0.013158,2.1753
231,6414,23.704,0.02796,2.688,0,2,0.13482,0.014474,2.1217
232,6414.5,21.857,0.025572,2.687,0,2,0.12169,0.015132,2.0352
233,6415,19.972,0.023184,2.677,0,2,0.10866,0.021711,2.2447
234,6415.5,18.617,0.022388,2.669,0,2,0.09953,0.026974,2.4787
235,6416,19.404,0.02398,2.669,0,2,0.10481,0.026974,2.5521
236,6416.5,19.982,0.025174,2.681,0,2,0.10873,0.019079,2.2127
237,6417,19.921,0.027164,2.687,0,2,0.10831,0.015132,2.1148
238,6417.5,18.92,0.029154,2.684,0,2,0.10155,0.017105,2.313
239,6418,17.936,0.030348,2.678,0,2,0.095013,0.021053,2.57
240,6418.5,18.074,0.030746,2.672,0,2,0.095924,0.025,2.7873
241,6419,18.967,0.030796,2.679,0,2,0.10187,0.020395,2.5595
242,6419.5,18.903,0.029544,2.694,0,2,0.10144,0.010526,2.0035
243,6420,18.914,0.02795,2.694,0,2,0.10151,0.010526,1.9238
244,6420.5,19.901,0.027125,2.69,0,2,0.10818,0.013158,2.0141
245,6421,20.878,0.025614,2.687,0,2,0.11487,0.015132,2.0373
246,6421.5,21.071,0.025558,2.682,0,2,0.11621,0.018421,2.199
247,6422,21.22,0.025572,2.676,0,2,0.11724,0.022368,2.397
248,6422.5,21.412,0.025572,2.67,0,2,0.11858,0.026316,2.5947
249,6423,22.491,0.02597,2.667,0,2,0.12615,0.028289,2.7155
250,6423.5,23.616,0.026766,2.667,0,2,0.13419,0.028289,2.7538
251,6424,24.671,0.027164,2.67,0,2,0.14185,0.026316,2.674
252,6424.5,24.702,0.027164,2.678,0,2,0.14208,0.021053,2.4108
253,6425,24.696,0.027164,2.688,0,2,0.14204,0.014474,2.0819
254,6425.5,24.692,0.028756,2.697,0,2,0.14201,0.0085526,1.8654
255,6426,24.71,0.029154,2.694,0,2,0.14214,0.010526,1.984
256,6426.5,25.091,0.02995,2.689,0,2,0.14494,0.013816,2.1883
257,6427,26.071,0.031144,2.685,0,2,0.15222,0.016447,2.3796
258,6427.5,27.642,0.032338,2.68,0,2,0.16412,0.019737,2.6038
259,6428,29.8,0.033055,2.677,0,2,0.18096,0.021711,2.7383
260,6428.5,30.755,0.034127,2.682,0,2,0.18859,0.018421,2.6274
261,6429,31.668,0.035174,2.682,0,2,0.19599,0.018421,2.6798
262,6429.5,32.588,NaN,2.68,0,2,0.20356,0.019737,NaN
263,6430,33.518,NaN,2.678,0,2,0.21132,0.021053,NaN
264,6430.5,33.779,NaN,2.679,0,2,0.21351,0.020395,NaN
265,6431,33.563,NaN,2.684,0,2,0.21169,0.017105,NaN
266,6431.5,33.348,NaN,2.691,0,2,0.20989,0.0125,NaN
267,6432,33.757,NaN,2.688,0,2,0.21333,0.014474,NaN
268,6432.5,35.262,NaN,2.677,0,2,0.22617,0.021711,NaN
269,6433,37.314,NaN,2.659,0,2,0.24417,0.033553,NaN
270,6433.5,41.56,NaN,2.643,0,2,0.28329,0.044079,NaN
271,6434,45.309,NaN,2.635,0,2,0.32004,0.049342,NaN
272,6434.5,47.551,NaN,2.64,0,2,0.34306,0.046053,NaN
273,6435,45.186,NaN,2.651,0,2,0.3188,0.038816,NaN
274,6435.5,41.432,NaN,2.661,0,2,0.28207,0.032237,NaN
275,6436,39.51,NaN,2.664,0,2,0.26408,0.030263,NaN
276,6436.5,37.441,NaN,2.669,0,2,0.2453,0.026974,NaN
277,6437,35.956,NaN,2.666,0,2,0.23219,0.028947,NaN
278,6437.5,35.88,NaN,2.658,0,2,0.23153,0.034211,NaN
279,6438,37.17,NaN,2.653,0,2,0.24289,0.0375,NaN
280,6438.5,39.496,NaN,2.656,0,2,0.26395,0.035526,NaN
281,6439,39.792,NaN,2.669,0,2,0.26669,0.026974,NaN
282,6439.5,38.686,NaN,2.682,0,2,0.25653,0.018421,NaN
283,6440,37.518,NaN,2.68,0,2,0.24599,0.019737,NaN
284,6440.5,35.774,NaN,2.68,0,2,0.23061,0.019737,NaN
285,6441,34.08,NaN,2.682,0,2,0.21606,0.018421,NaN
286,6441.5,32.663,NaN,2.686,0,2,0.20418,0.015789,NaN
287,6442,32.305,NaN,2.682,0,2,0.20122,0.018421,NaN
288,6442.5,32.422,NaN,2.676,0,2,0.20218,0.022368,NaN
289,6443,32.535,NaN,2.667,0,2,0.20312,0.028289,NaN
290,6443.5,32.647,NaN,2.67,0,2,0.20405,0.026316,NaN
291,6444,32.743,NaN,2.678,0,2,0.20484,0.021053,NaN
292,6444.5,32.116,0.07056,2.687,0,2,0.19966,0.015132,4.2846
293,6445,31.332,0.075025,2.692,0,2,0.19325,0.011842,4.3433
294,6445.5,31.526,0.075439,2.688,0,2,0.19483,0.014474,4.4956
295,6446,31.729,0.075582,2.682,0,2,0.19649,0.018421,4.7002
296,6446.5,31.93,0.075721,2.677,0,2,0.19813,0.021711,4.8716
297,6447,32.126,0.078241,2.678,0,2,0.19974,0.021053,4.9647
298,6447.5,32.21,NaN,2.684,0,2,0.20043,0.017105,NaN
299,6448,32.046,0.079075,2.685,0,2,0.19909,0.016447,4.7761
300,6448.5,31.883,0.074058,2.684,0,2,0.19775,0.017105,4.5581
301,6449,31.492,0.068557,2.676,0,2,0.19456,0.022368,4.5463
302,6449.5,30.682,0.060597,2.674,0,2,0.188,0.023684,4.2141
303,6450,30.991,0.060199,2.673,0,2,0.19049,0.024342,4.2271
304,6450.5,33.066,NaN,2.672,0,2,0.20753,0.025,NaN
305,6451,35.127,NaN,2.663,0,2,0.22501,0.030921,NaN
306,6451.5,37.205,NaN,2.656,0,2,0.2432,0.035526,NaN
307,6452,37.647,NaN,2.653,0,2,0.24715,0.0375,NaN
308,6452.5,34.743,NaN,2.66,0,2,0.22171,0.032895,NaN
309,6453,30.676,0.060597,2.661,0,2,0.18795,0.032237,4.6417
310,6453.5,30.472,0.060195,2.661,0,2,0.18632,0.032237,4.6216
311,6454,34.046,NaN,2.668,0,2,0.21577,0.027632,NaN
312,6454.5,35.546,NaN,2.679,0,2,0.22863,0.020395,NaN
313,6455,34.721,NaN,2.686,0,2,0.22152,0.015789,NaN
314,6455.5,33.221,NaN,2.687,0,2,0.20883,0.015132,NaN
315,6456,30.098,0.055141,2.687,0,2,0.18333,0.015132,3.5136
316,6456.5,28.874,0.054464,2.68,0,2,0.17367,0.019737,3.71
317,6457,28.757,0.053834,2.673,0,2,0.17275,0.024342,3.9088
318,6457.5,29.87,0.055328,2.669,0,2,0.18151,0.026974,4.1151
319,6458,32.505,NaN,2.667,0,2,0.20287,0.028289,NaN
320,6458.5,35.004,NaN,2.667,0,2,0.22395,0.028289,NaN
321,6459,36.072,NaN,2.668,0,2,0.23321,0.027632,NaN
322,6459.5,35.809,NaN,2.67,0,2,0.23091,0.026316,NaN
323,6460,33.755,NaN,2.673,0,2,0.21331,0.024342,NaN
324,6460.5,30.604,0.065604,2.675,0,2,0.18737,0.023026,4.4315
325,6461,29.204,0.061092,2.676,0,2,0.17625,0.022368,4.173
326,6461.5,29.175,0.059762,2.675,0,2,0.17602,0.023026,4.1394
327,6462,28.939,0.059323,2.67,0,2,0.17417,0.026316,4.2819
328,6462.5,27.832,0.060597,2.667,0,2,0.16558,0.028289,4.4443
329,6463,27.052,0.066328,2.665,0,2,0.15962,0.029605,4.7967
330,6463.5,27.616,0.069751,2.652,0,2,0.16393,0.038158,5.3955
331,6464,30.444,0.076093,2.627,0,2,0.18609,0.054605,6.5349
332,6464.5,33.924,NaN,2.604,0,2,0.21474,0.069737,NaN
333,6465,35.384,NaN,2.602,0,2,0.22722,0.071053,NaN
334,6465.5,33.366,NaN,2.617,0,2,0.21004,0.061184,NaN
335,6466,29.545,0.078539,2.637,0,2,0.17894,0.048026,6.3283
336,6466.5,26.746,0.073676,2.651,0,2,0.1573,0.038816,5.6246
337,6467,25.978,0.067404,2.656,0,2,0.15152,0.035526,5.1465
338,6467.5,25.494,0.063975,2.661,0,2,0.14792,0.032237,4.8106
339,6468,25.233,0.063142,2.664,0,2,0.14599,0.030263,4.6703
340,6468.5,24.97,0.062454,2.665,0,2,0.14405,0.029605,4.603
341,6469,25.8,0.06328,2.665,0,2,0.1502,0.029605,4.6443
342,6469.5,27.29,0.063966,2.663,0,2,0.16143,0.030921,4.7444
343,6470,28.191,0.06263,2.659,0,2,0.16835,0.033553,4.8091
344,6470.5,27.956,0.060199,2.657,0,2,0.16654,0.034868,4.7534
345,6471,27.536,0.057308,2.657,0,2,0.16331,0.034868,4.6088
346,6471.5,27.79,0.054627,2.657,0,2,0.16526,0.034868,4.4748
347,6472,28.338,0.055666,2.66,0,2,0.16949,0.032895,4.428
348,6472.5,28.85,0.062959,2.668,0,2,0.17348,0.027632,4.5295
349,6473,30.377,0.066567,2.67,0,2,0.18555,0.026316,4.6441
350,6473.5,31.952,0.066965,2.671,0,2,0.19831,0.025658,4.6312
351,6474,32.929,NaN,2.672,0,2,0.20639,0.025,NaN
352,6474.5,32.823,NaN,2.671,0,2,0.20551,0.025658,NaN
353,6475,30.894,0.059403,2.67,0,2,0.18971,0.026316,4.2859
354,6475.5,28.311,0.057413,2.671,0,2,0.16928,0.025658,4.1535
355,6476,26.74,0.057413,2.672,0,2,0.15725,0.025,4.1206
356,6476.5,25.634,0.058209,2.668,0,2,0.14896,0.027632,4.292
357,6477,25.827,0.059005,2.657,0,2,0.1504,0.034868,4.6937
358,6477.5,26.763,0.059005,2.648,0,2,0.15743,0.040789,4.9897
359,6478,28.643,0.059582,2.645,0,2,0.17186,0.042763,5.1172
360,6478.5,28.798,0.060444,2.642,0,2,0.17307,0.044737,5.259
361,6479,28.526,0.061306,2.643,0,2,0.17095,0.044079,5.2692
362,6479.5,26.944,0.065988,2.648,0,2,0.1588,0.040789,5.3389
363,6480,24.532,0.068,2.656,0,2,0.14084,0.035526,5.1763
364,6480.5,22.952,0.070012,2.668,0,2,0.12943,0.027632,4.8822
365,6481,22.56,0.070799,2.672,0,2,0.12664,0.025,4.7899
366,6481.5,23.619,0.068627,2.665,0,2,0.13421,0.029605,4.9116
367,6482,24.212,0.066169,2.653,0,2,0.1385,0.0375,5.1835
368,6482.5,23.797,0.063647,2.652,0,2,0.13549,0.038158,5.0902
369,6483,22.394,0.060995,2.667,0,2,0.12547,0.028289,4.4642
370,6483.5,23.824,0.056617,2.672,0,2,0.13569,0.025,4.0808
371,6484,27.222,0.054555,2.67,0,2,0.16091,0.026316,4.0436
372,6484.5,32.635,NaN,2.653,0,2,0.20395,0.0375,NaN
