,DEPTH,GR,NPHI,DENSITY,PEF,LITH,VSHALE,DPHI,EPOR12
80,6338.5,13.753,0.10716,2.658,0,2,0.068292,0.034211,6.2492
81,6339,13.226,0.11168,2.66,0,2,0.065047,0.032895,6.4479
82,6339.5,13.737,0.11694,2.67,0,2,0.068194,0.026316,6.3444
83,6340,14.841,0.12278,2.673,0,2,0.075076,0.024342,6.4553
84,6340.5,15.956,0.12662,2.667,0,2,0.082149,0.028289,6.7596
85,6341,16.987,0.13058,2.653,0,2,0.088798,0.0375,7.3385
86,6341.5,17.419,0.12957,2.65,0,2,0.091616,0.039474,7.3529
87,6342,16.994,0.12638,2.664,0,2,0.088843,0.030263,6.7662
88,6342.5,15.205,0.11858,2.661,0,2,0.077372,0.032237,6.6123
89,6343,13.472,0.11381,2.601,0,2,0.066559,0.071711,8.4775
90,6343.5,12.205,0.1073,2.584,0,2,0.058836,0.082895,8.8037
91,6344,12.253,0.10438,2.637,0,2,0.059125,0.048026,6.9107
92,6344.5,12.37,0.1051,2.678,0,2,0.059833,0.021053,5.5896
93,6345,11.651,0.10925,2.677,0,2,0.055506,0.021711,5.8821
94,6345.5,10.539,0.11692,2.64,0,2,0.048909,0.046053,7.5617
95,6346,10.779,0.12193,2.612,0,2,0.050323,0.064474,8.7162
96,6346.5,12.153,0.12866,2.612,0,2,0.058522,0.064474,8.9543
97,6347,13.327,0.12878,2.633,0,2,0.065667,0.050658,8.1837
98,6347.5,13.344,0.12587,2.614,0,2,0.065772,0.063158,8.6622
99,6348,13.429,0.11343,2.576,0,2,0.066294,0.088158,9.2839
100,6348.5,14.688,0.10021,2.561,0,2,0.074115,0.098026,9.0223
101,6349,15.462,0.09342,2.609,0,2,0.079,0.066447,7.0453
102,6349.5,15.118,0.092794,2.657,0,2,0.076822,0.034868,5.4613
103,6350,14.366,0.093569,2.68,0,2,0.072101,0.019737,4.8001
104,6350.5,13.624,0.09455,2.678,0,2,0.067496,0.021053,4.9702
105,6351,12.877,0.09838,2.676,0,2,0.062913,0.022368,5.2825
106,6351.5,12.104,0.10309,2.675,0,2,0.058226,0.023026,5.607
107,6352,11.928,0.11433,2.662,0,2,0.057167,0.031579,6.6094
108,6352.5,11.935,0.12106,2.618,0,2,0.057209,0.060526,8.3929
109,6353,12.412,0.12434,2.579,0,2,0.060087,0.086184,9.8054
110,6353.5,13.304,0.12613,2.582,0,2,0.065526,0.084211,9.7309
111,6354,13.597,0.12432,2.638,0,2,0.067329,0.047368,7.7763
112,6354.5,13.843,0.12189,2.689,0,2,0.068849,0.013816,5.9591
113,6355,14.095,0.12337,2.691,0,2,0.070413,0.0125,5.9485
114,6355.5,14.348,0.12625,2.672,0,2,0.071988,0.025,6.6986
115,6356,14.6,0.12724,2.693,0,2,0.073564,0.011184,6.0383
116,6356.5,14.853,0.12926,2.711,0,2,0.075152,-0.00065789,5.5282
117,6357,15.15,0.13083,2.679,0,2,0.077024,0.020395,6.6371
118,6357.5,16.207,0.13272,2.619,0,2,0.083758,0.059868,8.6242
119,6358,17.029,0.13423,2.546,0,2,0.089071,0.10789,11.037
120,6358.5,16.401,0.13044,2.557,0,2,0.085006,0.10066,10.535
121,6359,16.022,0.12229,2.637,0,2,0.082571,0.048026,7.5249
122,6359.5,17.5,0.1176,2.698,0,2,0.092146,0.0078947,5.1688
123,6360,21.446,0.11356,2.702,0,2,0.11881,0.0052632,4.5153
124,6360.5,25.663,0.11086,2.646,0,2,0.14918,0.042105,5.8584
125,6361,29.75,0.11228,2.64,0,2,0.18056,0.046053,5.7501
126,6361.5,31.794,0.11433,2.639,0,2,0.19702,0.046711,5.6877
127,6362,31.914,0.11396,2.652,0,2,0.198,0.038158,5.2299
128,6362.5,28.473,0.11363,2.668,0,2,0.17054,0.027632,5.0164
129,6363,23.822,0.11329,2.677,0,2,0.13568,0.021711,5.1219
130,6363.5,19.1,0.11314,2.668,0,2,0.10276,0.027632,5.8057
131,6364,14.513,0.11311,2.651,0,2,0.073019,0.038816,6.7201
132,6364.5,13.811,0.11164,2.64,0,2,0.068651,0.046053,7.0607
133,6365,14.136,0.10876,2.644,0,2,0.070668,0.043421,6.7609
134,6365.5,14.423,0.10318,2.651,0,2,0.072457,0.038816,6.2305
135,6366,14.7,0.070945,2.662,0,2,0.074191,0.031579,4.2359
136,6366.5,15.028,0.056992,2.669,0,2,0.076254,0.026974,3.2832
137,6367,16.725,0.047648,2.67,0,2,0.087098,0.026316,2.653
138,6367.5,19.064,0.03791,2.666,0,2,0.10252,0.028947,2.1126
139,6368,21.44,0.036026,2.659,0,2,0.11877,0.033553,2.0537
140,6368.5,23.488,0.034328,2.657,0,2,0.13327,0.034868,1.8607
141,6369,24.184,0.032983,2.664,0,2,0.1383,0.030263,1.5027
142,6369.5,24.184,0.031144,2.672,0,2,0.1383,0.025,1.1476
143,6370,22.318,0.02733,2.679,0,2,0.12493,0.020395,0.8871
144,6370.5,21.02,0.026995,2.685,0,2,0.11585,0.016447,0.78187
145,6371,20.792,0.026766,2.686,0,2,0.11428,0.015789,0.75643
146,6371.5,21.153,0.02597,2.684,0,2,0.11678,0.017105,0.75246
147,6372,23.174,0.025363,2.677,0,2,0.13101,0.021711,0.78151
148,6372.5,25.542,0.024379,2.678,0,2,0.14828,0.021053,0.49228
149,6373,27.968,0.024377,2.678,0,2,0.16663,0.021053,0.2719
150,6373.5,31.637,0.025972,2.668,0,2,0.19574,0.027632,0.33262
151,6374,36.856,NaN,2.646,0,2,0.2401,0.042105,NaN
152,6374.5,42.079,NaN,2.631,0,2,0.28825,0.051974,NaN
153,6375,43.397,NaN,2.652,0,2,0.30103,0.038158,NaN
154,6375.5,38.402,NaN,2.69,0,2,0.25395,0.013158,NaN
155,6376,34.657,NaN,2.704,0,2,0.22097,0.0039474,NaN
156,6376.5,34.36,NaN,2.695,0,2,0.21844,0.0098684,NaN
157,6377,36.833,NaN,2.672,0,2,0.2399,0.025,NaN
158,6377.5,37.851,NaN,2.653,0,2,0.24898,0.0375,NaN
159,6378,36.534,NaN,2.643,0,2,0.23726,0.044079,NaN
160,6378.5,33.223,NaN,2.617,0,2,0.20884,0.061184,NaN
161,6379,29.2,0.031557,2.596,0,2,0.17622,0.075,3.639
162,6379.5,26.898,0.030716,2.596,0,2,0.15845,0.075,3.8294
163,6380,25.247,0.029741,2.633,0,2,0.14609,0.050658,2.4007
164,6380.5,24.99,0.028649,2.673,0,2,0.1442,0.024342,0.9192
165,6381,26.248,0.027402,2.671,0,2,0.15355,0.025658,0.81042
166,6381.5,28.775,0.02758,2.661,0,2,0.17289,0.032237,0.92517
167,6382,29.796,0.029154,2.658,0,2,0.18093,0.034211,1.0072
168,6382.5,30.794,0.029154,2.668,0,2,0.1889,0.027632,0.57246
169,6383,30.108,0.029552,2.679,0,2,0.18341,0.020395,0.29647
170,6383.5,28.869,0.030713,2.683,0,2,0.17363,0.017763,0.34031
171,6384,26.93,0.031151,2.657,0,2,0.15869,0.034868,1.4019
172,6384.5,26.567,0.03234,2.64,0,2,0.15595,0.046053,2.1078
173,6385,26.073,0.033532,2.645,0,2,0.15224,0.042763,2.0158
174,6385.5,25.216,0.033532,2.655,0,2,0.14586,0.036184,1.738
175,6386,24.094,0.033532,2.65,0,2,0.13765,0.039474,2.0106
176,6386.5,24.042,0.033134,2.642,0,2,0.13727,0.044737,2.2893
177,6387,25.6,0.031827,2.651,0,2,0.14871,0.038816,1.7649
178,6387.5,27.538,0.030647,2.663,0,2,0.16333,0.030921,1.1185
179,6388,28.2,0.02995,2.668,0,2,0.16842,0.027632,0.85801
180,6388.5,27.765,0.02796,2.651,0,2,0.16507,0.038816,1.4018
181,6389,27.31,0.02597,2.64,0,2,0.16158,0.046053,1.7995
182,6389.5,27.621,0.02597,2.629,0,2,0.16396,0.053289,2.2242
183,6390,29.093,0.026766,2.618,0,2,0.17538,0.060526,2.5751
184,6390.5,30.297,0.026766,2.615,0,2,0.18491,0.0625,2.5887
185,6391,31.387,0.027177,2.637,0,2,0.1937,0.048026,1.5776
186,6391.5,31.548,0.027407,2.665,0,2,0.19501,0.029605,0.51257
187,6392,31.547,0.028161,2.664,0,2,0.195,0.030263,0.58303
188,6392.5,31.517,0.028918,2.656,0,2,0.19476,0.035526,0.902
189,6393,32.535,NaN,2.665,0,2,0.20312,0.029605,NaN
190,6393.5,35.811,NaN,2.676,0,2,0.23093,0.022368,NaN
191,6394,40.14,NaN,2.68,0,2,0.26992,0.019737,NaN
192,6394.5,45.167,NaN,2.665,0,2,0.31861,0.029605,NaN
193,6395,51.331,NaN,2.646,0,2,0.38374,0.042105,NaN
194,6395.5,52.338,NaN,2.639,0,2,0.39498,0.046711,NaN
195,6396,40.358,NaN,2.645,0,2,0.27195,0.042763,NaN
196,6396.5,35.612,NaN,2.649,0,2,0.2292,0.040132,NaN
197,6397,31.981,0.02796,2.655,0,2,0.19855,0.036184,0.85084
198,6397.5,29.928,0.027562,2.651,0,2,0.18197,0.038816,1.1826
199,6398,28.461,0.027562,2.645,0,2,0.17045,0.042763,1.5521
200,6398.5,27.006,0.027562,2.641,0,2,0.15927,0.045395,1.844
201,6399,26.373,0.028358,2.648,0,2,0.15449,0.040789,1.659
202,6399.5,27.303,0.029552,2.659,0,2,0.16153,0.033553,1.2232
203,6400,28.441,0.02995,2.661,0,2,0.17029,0.032237,1.068
204,6400.5,28.704,0.02995,2.662,0,2,0.17234,0.031579,1.0095
205,6401,27.625,0.029552,2.662,0,2,0.16399,0.031579,1.0903
206,6401.5,26.716,0.027164,2.667,0,2,0.15707,0.028289,0.88838
207,6402,27.791,0.026766,2.667,0,2,0.16527,0.028289,0.77061
208,6402.5,30.952,0.026592,2.661,0,2,0.19018,0.032237,0.67283
209,6403,32.55,NaN,2.651,0,2,0.20324,0.038816,NaN
210,6403.5,32.477,NaN,2.65,0,2,0.20264,0.039474,NaN
211,6404,31.313,0.041068,2.65,0,2,0.1931,0.039474,1.7099
212,6404.5,29.547,0.045118,2.65,0,2,0.17895,0.039474,2.0821
213,6405,27.741,0.044677,2.65,0,2,0.16488,0.039474,2.2289
214,6405.5,26.497,0.035897,2.649,0,2,0.15542,0.040132,1.9423
215,6406,26.47,0.031542,2.647,0,2,0.15522,0.041447,1.8203
216,6406.5,26.516,0.030746,2.643,0,2,0.15556,0.044079,1.9334
217,6407,26.177,0.030348,2.647,0,2,0.15301,0.041447,1.7963
218,6407.5,25.903,0.029154,2.654,0,2,0.15096,0.036842,1.5106
219,6408,26.456,0.027164,2.663,0,2,0.15511,0.030921,1.049
220,6408.5,27.713,0.02597,2.672,0,2,0.16467,0.025,0.57247
221,6409,29.843,0.02597,2.681,0,2,0.1813,0.019079,0.07687
222,6409.5,31.471,0.02597,2.686,0,2,0.19438,0.015789,0.24464
223,6410,31.344,0.024378,2.683,0,2,0.19335,0.017763,0.21316
224,6410.5,31.098,0.024776,2.674,0,2,0.19136,0.023684,0.12673
225,6411,31.529,0.027562,2.663,0,2,0.19486,0.030921,0.5907
226,6411.5,32.024,0.028358,2.657,0,2,0.19891,0.034868,0.79118
227,6412,31.697,0.02995,2.668,0,2,0.19623,0.027632,0.52436
228,6412.5,27.101,0.031144,2.69,0,2,0.15999,0.013158,0.2952
229,6413,24.757,0.031542,2.694,0,2,0.14248,0.010526,0.39363
230,6413.5,24.518,0.030348,2.69,0,2,0.14073,0.013158,0.4865
231,6414,23.704,0.02796,2.688,0,2,0.13482,0.014474,0.50381
232,6414.5,21.857,0.025572,2.687,0,2,0.12169,0.015132,0.57496
233,6415,19.972,0.023184,2.677,0,2,0.10866,0.021711,0.94081
234,6415.5,18.617,0.022388,2.669,0,2,0.09953,0.026974,1.2844
235,6416,19.404,0.02398,2.669,0,2,0.10481,0.026974,1.2944
236,6416.5,19.982,0.025174,2.681,0,2,0.10873,0.019079,0.90791
237,6417,19.921,0.027164,2.687,0,2,0.10831,0.015132,0.81503
238,6417.5,18.92,0.029154,2.684,0,2,0.10155,0.017105,1.0943
239,6418,17.936,0.030348,2.678,0,2,0.095013,0.021053,1.4299
240,6418.5,18.074,0.030746,2.672,0,2,0.095924,0.025,1.6362
241,6419,18.967,0.030796,2.679,0,2,0.10187,0.020395,1.3371
242,6419.5,18.903,0.029544,2.694,0,2,0.10144,0.010526,0.78624
243,6420,18.914,0.02795,2.694,0,2,0.10151,0.010526,0.70564
244,6420.5,19.901,0.027125,2.69,0,2,0.10818,0.013158,0.716
245,6421,20.878,0.025614,2.687,0,2,0.11487,0.015132,0.6588
246,6421.5,21.071,0.025558,2.682,0,2,0.11621,0.018421,0.80446
247,6422,21.22,0.025572,2.676,0,2,0.11724,0.022368,0.99013
248,6422.5,21.412,0.025572,2.67,0,2,0.11858,0.026316,1.1717
249,6423,22.491,0.02597,2.667,0,2,0.12615,0.028289,1.2016
250,6423.5,23.616,0.026766,2.667,0,2,0.13419,0.028289,1.1436
251,6424,24.671,0.027164,2.67,0,2,0.14185,0.026316,0.97176
252,6424.5,24.702,0.027164,2.678,0,2,0.14208,0.021053,0.70587
253,6425,24.696,0.027164,2.688,0,2,0.14204,0.014474,0.37745
254,6425.5,24.692,0.028756,2.697,0,2,0.14201,0.0085526,0.16136
255,6426,24.71,0.029154,2.694,0,2,0.14214,0.010526,0.27836
256,6426.5,25.091,0.02995,2.689,0,2,0.14494,0.013816,0.44902
257,6427,26.071,0.031144,2.685,0,2,0.15222,0.016447,0.55294
258,6427.5,27.642,0.032338,2.68,0,2,0.16412,0.019737,0.63426
259,6428,29.8,0.033055,2.677,0,2,0.18096,0.021711,0.56677
260,6428.5,30.755,0.034127,2.682,0,2,0.18859,0.018421,0.36434
261,6429,31.668,0.035174,2.682,0,2,0.19599,0.018421,0.32788
262,6429.5,32.588,NaN,2.68,0,2,0.20356,0.019737,NaN
263,6430,33.518,NaN,2.678,0,2,0.21132,0.021053,NaN
264,6430.5,33.779,NaN,2.679,0,2,0.21351,0.020395,NaN
265,6431,33.563,NaN,2.684,0,2,0.21169,0.017105,NaN
266,6431.5,33.348,NaN,2.691,0,2,0.20989,0.0125,NaN
267,6432,33.757,NaN,2.688,0,2,0.21333,0.014474,NaN
268,6432.5,35.262,NaN,2.677,0,2,0.22617,0.021711,NaN
269,6433,37.314,NaN,2.659,0,2,0.24417,0.033553,NaN
270,6433.5,41.56,NaN,2.643,0,2,0.28329,0.044079,NaN
271,6434,45.309,NaN,2.635,0,2,0.32004,0.049342,NaN
272,6434.5,47.551,NaN,2.64,0,2,0.34306,0.046053,NaN
273,6435,45.186,NaN,2.651,0,2,0.3188,0.038816,NaN
274,6435.5,41.432,NaN,2.661,0,2,0.28207,0.032237,NaN
275,6436,39.51,NaN,2.664,0,2,0.26408,0.030263,NaN
276,6436.5,37.441,NaN,2.669,0,2,0.2453,0.026974,NaN
277,6437,35.956,NaN,2.666,0,2,0.23219,0.028947,NaN
278,6437.5,35.88,NaN,2.658,0,2,0.23153,0.034211,NaN
279,6438,37.17,NaN,2.653,0,2,0.24289,0.0375,NaN
280,6438.5,39.496,NaN,2.656,0,2,0.26395,0.035526,NaN
281,6439,39.792,NaN,2.669,0,2,0.26669,0.026974,NaN
282,6439.5,38.686,NaN,2.682,0,2,0.25653,0.018421,NaN
283,6440,37.518,NaN,2.68,0,2,0.24599,0.019737,NaN
284,6440.5,35.774,NaN,2.68,0,2,0.23061,0.019737,NaN
285,6441,34.08,NaN,2.682,0,2,0.21606,0.018421,NaN
286,6441.5,32.663,NaN,2.686,0,2,0.20418,0.015789,NaN
287,6442,32.305,NaN,2.682,0,2,0.20122,0.018421,NaN
288,6442.5,32.422,NaN,2.676,0,2,0.20218,0.022368,NaN
289,6443,32.535,NaN,2.667,0,2,0.20312,0.028289,NaN
290,6443.5,32.647,NaN,2.67,0,2,0.20405,0.026316,NaN
291,6444,32.743,NaN,2.678,0,2,0.20484,0.021053,NaN
292,6444.5,32.116,0.07056,2.687,0,2,0.19966,0.015132,1.8886
293,6445,31.332,0.075025,2.692,0,2,0.19325,0.011842,2.0243
294,6445.5,31.526,0.075439,2.688,0,2,0.19483,0.014474,2.1576
295,6446,31.729,0.075582,2.682,0,2,0.19649,0.018421,2.3423
296,6446.5,31.93,0.075721,2.677,0,2,0.19813,0.021711,2.494
297,6447,32.126,0.078241,2.678,0,2,0.19974,0.021053,2.5677
298,6447.5,32.21,NaN,2.684,0,2,0.20043,0.017105,NaN
299,6448,32.046,0.079075,2.685,0,2,0.19909,0.016447,2.3871
300,6448.5,31.883,0.074058,2.684,0,2,0.19775,0.017105,2.1852
301,6449,31.492,0.068557,2.676,0,2,0.19456,0.022368,2.2116
302,6449.5,30.682,0.060597,2.674,0,2,0.188,0.023684,1.958
303,6450,30.991,0.060199,2.673,0,2,0.19049,0.024342,1.9412
304,6450.5,33.066,NaN,2.672,0,2,0.20753,0.025,NaN
305,6451,35.127,NaN,2.663,0,2,0.22501,0.030921,NaN
306,6451.5,37.205,NaN,2.656,0,2,0.2432,0.035526,NaN
307,6452,37.647,NaN,2.653,0,2,0.24715,0.0375,NaN
308,6452.5,34.743,NaN,2.66,0,2,0.22171,0.032895,NaN
309,6453,30.676,0.060597,2.661,0,2,0.18795,0.032237,2.3863
310,6453.5,30.472,0.060195,2.661,0,2,0.18632,0.032237,2.3858
311,6454,34.046,NaN,2.668,0,2,0.21577,0.027632,NaN
312,6454.5,35.546,NaN,2.679,0,2,0.22863,0.020395,NaN
313,6455,34.721,NaN,2.686,0,2,0.22152,0.015789,NaN
314,6455.5,33.221,NaN,2.687,0,2,0.20883,0.015132,NaN
315,6456,30.098,0.055141,2.687,0,2,0.18333,0.015132,1.3137
316,6456.5,28.874,0.054464,2.68,0,2,0.17367,0.019737,1.6261
317,6457,28.757,0.053834,2.673,0,2,0.17275,0.024342,1.8358
318,6457.5,29.87,0.055328,2.669,0,2,0.18151,0.026974,1.9369
319,6458,32.505,NaN,2.667,0,2,0.20287,0.028289,NaN
320,6458.5,35.004,NaN,2.667,0,2,0.22395,0.028289,NaN
321,6459,36.072,NaN,2.668,0,2,0.23321,0.027632,NaN
322,6459.5,35.809,NaN,2.67,0,2,0.23091,0.026316,NaN
323,6460,33.755,NaN,2.673,0,2,0.21331,0.024342,NaN
324,6460.5,30.604,0.065604,2.675,0,2,0.18737,0.023026,2.183
325,6461,29.204,0.061092,2.676,0,2,0.17625,0.022368,2.058
326,6461.5,29.175,0.059762,2.675,0,2,0.17602,0.023026,2.0271
327,6462,28.939,0.059323,2.67,0,2,0.17417,0.026316,2.1918
328,6462.5,27.832,0.060597,2.667,0,2,0.16558,0.028289,2.4573
329,6463,27.052,0.066328,2.665,0,2,0.15962,0.029605,2.8812
330,6463.5,27.616,0.069751,2.652,0,2,0.16393,0.038158,3.4284
331,6464,30.444,0.076093,2.627,0,2,0.18609,0.054605,4.3018
332,6464.5,33.924,NaN,2.604,0,2,0.21474,0.069737,NaN
333,6465,35.384,NaN,2.602,0,2,0.22722,0.071053,NaN
334,6465.5,33.366,NaN,2.617,0,2,0.21004,0.061184,NaN
335,6466,29.545,0.078539,2.637,0,2,0.17894,0.048026,4.181
336,6466.5,26.746,0.073676,2.651,0,2,0.1573,0.038816,3.737
337,6467,25.978,0.067404,2.656,0,2,0.15152,0.035526,3.3282
338,6467.5,25.494,0.063975,2.661,0,2,0.14792,0.032237,3.0356
339,6468,25.233,0.063142,2.664,0,2,0.14599,0.030263,2.9184
340,6468.5,24.97,0.062454,2.665,0,2,0.14405,0.029605,2.8744
341,6469,25.8,0.06328,2.665,0,2,0.1502,0.029605,2.8419
342,6469.5,27.29,0.063966,2.663,0,2,0.16143,0.030921,2.8072
343,6470,28.191,0.06263,2.659,0,2,0.16835,0.033553,2.7889
344,6470.5,27.956,0.060199,2.657,0,2,0.16654,0.034868,2.7549
345,6471,27.536,0.057308,2.657,0,2,0.16331,0.034868,2.6491
346,6471.5,27.79,0.054627,2.657,0,2,0.16526,0.034868,2.4916
347,6472,28.338,0.055666,2.66,0,2,0.16949,0.032895,2.3941
348,6472.5,28.85,0.062959,2.668,0,2,0.17348,0.027632,2.4478
349,6473,30.377,0.066567,2.67,0,2,0.18555,0.026316,2.4175
350,6473.5,31.952,0.066965,2.671,0,2,0.19831,0.025658,2.2514
351,6474,32.929,NaN,2.672,0,2,0.20639,0.025,NaN
352,6474.5,32.823,NaN,2.671,0,2,0.20551,0.025658,NaN
353,6475,30.894,0.059403,2.67,0,2,0.18971,0.026316,2.0094
354,6475.5,28.311,0.057413,2.671,0,2,0.16928,0.025658,2.1221
355,6476,26.74,0.057413,2.672,0,2,0.15725,0.025,2.2336
356,6476.5,25.634,0.058209,2.668,0,2,0.14896,0.027632,2.5045
357,6477,25.827,0.059005,2.657,0,2,0.1504,0.034868,2.8889
358,6477.5,26.763,0.059005,2.648,0,2,0.15743,0.040789,3.1006
359,6478,28.643,0.059582,2.645,0,2,0.17186,0.042763,3.0549
360,6478.5,28.798,0.060444,2.642,0,2,0.17307,0.044737,3.1822
361,6479,28.526,0.061306,2.643,0,2,0.17095,0.044079,3.2178
362,6479.5,26.944,0.065988,2.648,0,2,0.1588,0.040789,3.4333
363,6480,24.532,0.068,2.656,0,2,0.14084,0.035526,3.4863
364,6480.5,22.952,0.070012,2.668,0,2,0.12943,0.027632,3.329
365,6481,22.56,0.070799,2.672,0,2,0.12664,0.025,3.2702
366,6481.5,23.619,0.068627,2.665,0,2,0.13421,0.029605,3.3011
367,6482,24.212,0.066169,2.653,0,2,0.1385,0.0375,3.5214
368,6482.5,23.797,0.063647,2.652,0,2,0.13549,0.038158,3.4643
369,6483,22.394,0.060995,2.667,0,2,0.12547,0.028289,2.9586
370,6483.5,23.824,0.056617,2.672,0,2,0.13569,0.025,2.4526
